"client_id","card_brand","card_type","current_age","retirement_age","remaining_working_period","birth_year","birth_month","gender","address","per_capita_income","credit_score"
1642,Visa,Credit,37,66,29,1982,April,Female,"48190 Plum Drive",19848,731
1643,Mastercard,Debit (Prepaid),28,64,36,1991,June,Female,"233 Oak Drive",22599,686
1644,Visa,Credit,83,65,-18,1937,January,Male,"637 Seventh Street",15406,686
1645,Mastercard,Debit (Prepaid),62,65,3,1957,November,Female,"58 Federal Lane",29692,716
1646,Visa,Credit,54,69,15,1965,November,Male,"0 Ocean Boulevard",14663,714
1647,Visa,Debit (Prepaid),18,65,47,2002,February,Female,"1358 Plum Avenue",17321,684
1648,Visa,Debit,66,69,3,1953,May,Female,"211 Valley Street",91180,621
1649,Mastercard,Debit,64,63,-1,1956,February,Male,"8146 Third Avenue",0,729
1650,Mastercard,Debit,18,67,49,2002,February,Male,"701 Pine Drive",21642,687
1651,Visa,Credit,33,66,33,1986,March,Male,"632 Pine Drive",27474,739
1652,Mastercard,Debit,51,65,14,1969,February,Female,"733 Maple Drive",20966,728
1653,Mastercard,Debit,42,63,21,1978,January,Male,"603 Rose Avenue",29261,681
1654,Mastercard,Debit,43,66,23,1976,April,Male,"385 Pine Drive",24194,693
1655,Mastercard,Debit,57,63,6,1962,December,Male,"2547 El Camino Street",17094,830
1656,Mastercard,Debit,35,69,34,1984,May,Female,"350 Third Avenue",20179,706
1657,Mastercard,Credit,35,68,33,1984,September,Male,"600 River Lane",12849,655
1658,Mastercard,Debit,28,59,31,1991,March,Female,"8128 Hillside Avenue",13891,695
1659,Visa,Debit,94,65,-29,1926,January,Female,"4570 Valley Stream Lane",28147,782
1660,Visa,Debit (Prepaid),41,68,27,1978,April,Female,"40 Washington Drive",11342,723
1661,Visa,Debit,42,67,25,1977,May,Female,"939 Main Lane",35553,728
1662,Mastercard,Debit,41,67,26,1978,May,Male,"469 Pine Street",24509,712
1663,Visa,Debit,24,59,35,1995,July,Male,"276 12th Boulevard",0,581
1664,Amex,Credit,38,66,28,1981,October,Male,"311 Fifth Drive",34119,791
1665,Visa,Debit,19,62,43,2001,January,Male,"3804 Ninth Street",31677,665
1666,Visa,Credit,61,62,1,1958,December,Male,"649 Spruce Boulevard",23029,578
1667,Mastercard,Debit,18,70,52,2002,February,Male,"18 Bayview Avenue",23782,588
1668,Mastercard,Debit,92,67,-25,1927,June,Male,"619 North Avenue",26541,751
1669,Visa,Debit,44,62,18,1975,May,Male,"6308 Maple Avenue",25234,698
1670,Visa,Debit,68,65,-3,1951,December,Male,"46 Lincoln Lane",32079,732
1671,Visa,Debit,50,57,7,1969,March,Male,"1559 Tenth Street",21033,604
1672,Mastercard,Debit (Prepaid),28,70,42,1991,September,Male,"919 Washington Drive",36610,792
1673,Visa,Debit,41,67,26,1978,November,Male,"133 Grant Lane",17145,772
1674,Mastercard,Debit,70,64,-6,1949,April,Male,"5073 Wessex Avenue",14172,712
1675,Visa,Debit,36,70,34,1983,August,Male,"97 Little Creek Boulevard",24519,767
1676,Mastercard,Debit,51,65,14,1968,December,Male,"919 Martin Luther King Lane",24981,681
1677,Mastercard,Debit,51,67,16,1969,February,Male,"849 Littlewood Drive",16272,671
1678,Amex,Credit,36,65,29,1983,March,Male,"296 Pine Boulevard",28557,685
1679,Mastercard,Debit,18,67,49,2002,January,Female,"829 Fourth Boulevard",33914,776
1680,Visa,Credit,59,63,4,1960,November,Female,"4701 Littlewood Drive",28916,598
1681,Visa,Credit,21,72,51,1998,June,Male,"21 Birch Drive",31909,746
1682,Mastercard,Credit,57,69,12,1962,May,Male,"241 Hillside Lane",23910,716
1683,Mastercard,Debit,43,69,26,1976,December,Male,"85 East Drive",12313,850
1684,Mastercard,Debit,56,65,9,1963,November,Male,"27019 Madison Lane",13668,782
1685,Mastercard,Debit,53,61,8,1966,July,Male,"5886 Ninth Boulevard",36300,681
1686,Mastercard,Debit,54,67,13,1965,March,Female,"401 North Avenue",30072,708
1687,Mastercard,Debit,70,64,-6,1949,December,Female,"469 Grant Lane",24485,621
1688,Mastercard,Debit,27,66,39,1992,July,Female,"8555 Eighth Avenue",16501,743
1689,Visa,Credit,21,66,45,1998,September,Female,"93 Plum Lane",30281,637
1690,Visa,Debit,18,67,49,2001,March,Female,"356 Plum Boulevard",15832,630
1691,Mastercard,Credit,23,61,38,1996,November,Female,"5459 El Camino Avenue",14443,692
1692,Mastercard,Debit,81,59,-22,1938,August,Female,"97339 Lake Avenue",74205,542
1693,Visa,Credit,36,69,33,1983,April,Female,"478 East Drive",36300,702
1694,Visa,Credit,83,65,-18,1936,March,Female,"480 Catherine Drive",37213,726
1695,Mastercard,Credit,45,66,21,1974,December,Female,"238 Ocean View Lane",27973,709
1696,Mastercard,Debit,63,65,2,1956,December,Female,"4461 Hill Street",26339,606
1697,Visa,Debit,64,67,3,1955,June,Male,"317 Wessex Boulevard",20108,685
1698,Visa,Credit,32,64,32,1987,July,Male,"2783 Washington Avenue",33338,747
1699,Mastercard,Debit (Prepaid),67,65,-2,1953,January,Female,"9205 Summit Street",51631,737
1700,Visa,Credit,45,62,17,1975,January,Female,"891 Fourth Avenue",18962,822
1701,Mastercard,Debit,56,67,11,1963,April,Male,"942 Lincoln Lane",11393,726
1702,Visa,Debit,53,68,15,1967,February,Female,"75011 Lafayette Drive",19851,691
1703,Visa,Credit,47,65,18,1972,August,Female,"1532 Birch Drive",24115,747
1704,Mastercard,Debit,27,62,35,1992,July,Male,"288 North Lane",31270,716
1705,Discover,Credit,50,68,18,1970,February,Male,"952 Valley Avenue",13708,850
1706,Amex,Credit,24,67,43,1995,April,Female,"165 Plum Avenue",13161,805
1707,Mastercard,Debit,28,70,42,1991,December,Female,"816 Little Creek Lane",17260,620
1708,Mastercard,Debit,22,66,44,1997,July,Male,"90072 George Drive",22195,850
1709,Mastercard,Debit,62,69,7,1957,March,Female,"628 Third Avenue",17420,744
1710,Mastercard,Debit,33,69,36,1986,October,Female,"928 Bayview Street",19635,787
1711,Visa,Debit,26,67,41,1993,December,Male,"1941 Ninth Street",26790,728
1712,Mastercard,Debit,82,65,-17,1938,January,Female,"1437 Madison Lane",27814,730
1713,Visa,Debit,18,68,50,2001,November,Female,"3395 Spruce Drive",16795,837
1714,Mastercard,Credit,23,65,42,1996,June,Female,"427 Martin Luther King Street",35807,794
1715,Mastercard,Debit,32,72,40,1987,March,Female,"4460 11th Avenue",24589,679
1716,Visa,Credit,18,65,47,2001,April,Female,"1692 Hillside Avenue",12583,746
1717,Mastercard,Debit,67,67,0,1952,July,Female,"728 Sixth Avenue",17665,726
1718,Mastercard,Debit,81,67,-14,1938,November,Female,"766 Third Drive",22681,698
1719,Mastercard,Debit,81,64,-17,1938,September,Female,"678 Park Drive",19386,616
1720,Visa,Debit,55,60,5,1964,May,Female,"4941 Ocean View Drive",12175,590
1721,Mastercard,Credit,36,68,32,1983,March,Female,"620 River Boulevard",18880,642
1722,Visa,Credit,24,65,41,1995,September,Female,"162 Rose Drive",12089,600
1723,Mastercard,Debit (Prepaid),41,66,25,1978,October,Female,"560 Summit Street",17696,839
1724,Mastercard,Debit,20,66,46,1999,May,Female,"489 Fourth Drive",18036,850
1725,Mastercard,Debit,49,66,17,1970,September,Female,"791 11th Boulevard",20917,729
1726,Visa,Debit,67,65,-2,1952,October,Female,"3667 Washington Avenue",34974,687
1727,Visa,Debit,46,67,21,1973,October,Female,"31 Oak Avenue",23917,771
1728,Visa,Credit,47,63,16,1972,October,Female,"2614 Eighth Lane",18937,601
1729,Mastercard,Debit,29,56,27,1990,September,Female,"8958 Catherine Street",24445,698
1730,Mastercard,Debit,52,65,13,1967,October,Female,"445 West Boulevard",21642,739
1731,Mastercard,Debit,64,66,2,1956,January,Female,"599 First Drive",23172,704
1732,Visa,Debit,50,60,10,1969,July,Female,"4704 Essex Boulevard",26391,637
1733,Mastercard,Debit,47,66,19,1972,June,Female,"6613 Hill Drive",12814,498
1734,Mastercard,Debit,37,69,32,1982,November,Male,"185 Forest Drive",40530,739
1735,Visa,Credit,56,66,10,1963,May,Male,"9291 Jefferson Drive",17942,614
1736,Visa,Debit,43,67,24,1977,January,Male,"2479 Valley Avenue",22456,695
1737,Mastercard,Debit,52,65,13,1967,March,Male,"14813 El Camino Drive",18487,739
1738,Visa,Credit,30,68,38,1989,March,Male,"5142 Little Creek Street",33736,696
1739,Visa,Debit (Prepaid),49,62,13,1970,August,Male,"344 Birch Street",16673,531
1740,Mastercard,Debit,36,67,31,1983,December,Male,"42720 East Drive",28215,735
1741,Visa,Debit,92,67,-25,1927,October,Male,"31 Hillside Lane",17460,707
1742,Visa,Debit,58,67,9,1961,November,Female,"444 Maple Avenue",24638,751
1743,Visa,Debit (Prepaid),18,75,57,2002,January,Female,"76 Federal Avenue",25658,774
1744,Discover,Credit,31,69,38,1988,March,Female,"4238 Birch Lane",14435,693
1745,Mastercard,Debit,20,65,45,2000,February,Female,"8643 Lafayette Boulevard",24252,728
1746,Visa,Credit,53,68,15,1966,December,Female,"3606 Federal Boulevard",37891,701
1747,Mastercard,Debit,54,71,17,1966,January,Male,"3994 Hillside Drive",17898,719
1748,Visa,Debit,44,71,27,1975,July,Female,"6624 Valley Street",26808,628
1749,Mastercard,Debit (Prepaid),50,61,11,1969,July,Female,"415 Elm Street",8658,614
1750,Visa,Debit (Prepaid),47,55,8,1973,February,Female,"892 Elm Street",34681,741
1751,Mastercard,Credit,29,66,37,1990,November,Female,"828 Little Creek Boulevard",30202,736
1752,Mastercard,Debit,34,60,26,1986,January,Female,"887 Grant Street",18730,810
1753,Visa,Debit,46,58,12,1974,February,Male,"95612 South Street",22304,506
1754,Mastercard,Debit,34,67,33,1985,November,Female,"97 Fourth Drive",12910,562
1755,Discover,Credit,53,70,17,1967,February,Male,"302 Park Boulevard",13864,734
1756,Mastercard,Credit,30,66,36,1989,October,Male,"32 Fourth Drive",28430,691
1757,Mastercard,Credit,39,68,29,1980,November,Male,"2773 El Camino Lane",20644,784
1758,Visa,Debit,57,66,9,1963,January,Male,"126 Valley Drive",11061,645
1759,Mastercard,Debit,87,69,-18,1932,November,Female,"983 George Boulevard",22270,778
1760,Amex,Credit,35,66,31,1984,November,Female,"610 Lake Drive",17696,682
1761,Mastercard,Debit,23,71,48,1996,October,Female,"533 Fourth Street",27548,703
1762,Visa,Credit,29,64,35,1990,May,Male,"5537 Forest Lane",31184,635
1763,Visa,Debit,49,66,17,1970,June,Male,"6593 North Avenue",18660,717
1764,Visa,Debit,59,68,9,1960,June,Male,"4728 George Drive",15472,710
1765,Visa,Debit,40,68,28,1979,March,Male,"9594 Burns Lane",15755,770
1766,Amex,Credit,62,66,4,1957,September,Male,"6076 Bayview Boulevard",9995,789
1767,Visa,Debit,21,65,44,1998,September,Female,"3208 El Camino Street",23355,709
1768,Visa,Debit,28,65,37,1991,September,Female,"3615 Lafayette Boulevard",25205,573
1769,Visa,Debit,75,65,-10,1944,July,Male,"177 Mill Boulevard",21861,661
1770,Amex,Credit,30,66,36,1989,September,Male,"6657 West Street",18415,703
1771,Mastercard,Debit,41,66,25,1978,December,Male,"7662 Mountain View Boulevard",25476,794
1772,Mastercard,Debit,47,70,23,1972,October,Male,"9070 West Street",24603,761
1773,Visa,Debit (Prepaid),22,70,48,1997,September,Male,"675 Norfolk Drive",26420,742
1774,Visa,Debit,52,69,17,1967,October,Male,"653 Mill Street",20662,758
1775,Visa,Debit,26,67,41,1993,August,Male,"2484 Norfolk Drive",18622,788
1776,Mastercard,Debit,47,75,28,1972,October,Male,"130 Lincoln Drive",21156,693
1777,Visa,Credit,47,67,20,1972,May,Male,"166 12th Street",30622,741
1778,Mastercard,Debit,29,63,34,1990,March,Male,"32595 River Drive",14556,659
1779,Mastercard,Debit,30,69,39,1989,April,Male,"989 Hill Lane",15755,733
1780,Visa,Credit,46,70,24,1973,October,Male,"9344 Mill Drive",18663,666
1781,Mastercard,Debit,29,53,24,1990,March,Male,"73 South Lane",17681,708
1782,Visa,Debit,59,61,2,1961,February,Female,"4254 Plum Lane",19438,777
1783,Amex,Credit,52,70,18,1967,September,Male,"2093 Ocean Street",18443,749
1784,Mastercard,Credit,51,68,17,1969,January,Male,"6310 El Camino Drive",21680,690
1785,Mastercard,Debit,40,64,24,1979,October,Male,"344 11th Street",12684,607
1786,Mastercard,Credit,48,63,15,1971,March,Female,"7554 Sixth Street",18936,755
1787,Mastercard,Debit,52,66,14,1967,September,Female,"417 Hill Lane",28583,689
1788,Visa,Debit,59,66,7,1960,September,Female,"420 Littlewood Drive",20521,673
1789,Mastercard,Debit,40,65,25,1979,March,Female,"57 West Boulevard",18898,684
1790,Mastercard,Debit (Prepaid),21,69,48,1998,March,Male,"727 Valley Stream Boulevard",55814,660
1791,Visa,Debit,61,67,6,1958,November,Male,"4975 Madison Boulevard",16045,593
1792,Mastercard,Debit,18,68,50,2001,November,Female,"1987 Hillside Lane",15062,723
1793,Amex,Credit,37,63,26,1982,August,Male,"5608 Hillside Avenue",14367,825
1794,Mastercard,Debit,49,58,9,1970,December,Male,"469 Catherine Avenue",36852,631
1795,Visa,Debit,25,66,41,1994,October,Female,"79 Hill Avenue",29580,647
1796,Mastercard,Debit,60,67,7,1959,April,Female,"89075 Spruce Drive",15138,794
1797,Mastercard,Debit,67,65,-2,1952,November,Male,"391 Martin Luther King Boulevard",24971,743
1798,Mastercard,Debit,79,65,-14,1940,April,Male,"760 Tenth Avenue",24926,517
1799,Visa,Debit,32,55,23,1987,April,Male,"3249 12th Drive",51751,646
1800,Mastercard,Debit (Prepaid),62,55,-7,1958,February,Male,"506 Washington Lane",14038,641
1801,Mastercard,Debit,18,64,46,2001,September,Female,"3371 Madison Boulevard",15520,480
1802,Visa,Credit,39,62,23,1980,November,Female,"719 Third Lane",29088,802
1803,Mastercard,Debit,26,60,34,1993,April,Female,"596 Mountain View Lane",23129,578
1804,Visa,Credit,18,65,47,2001,September,Male,"1335 Norfolk Drive",21335,701
1805,Mastercard,Credit,38,68,30,1981,May,Male,"679 Bayview Lane",13053,718
1806,Mastercard,Debit,59,62,3,1961,February,Female,"299 11th Street",39418,822
1807,Mastercard,Debit,47,65,18,1972,December,Female,"14780 Plum Lane",25537,828
1808,Visa,Credit,31,69,38,1988,August,Female,"1415 Sixth Street",17329,697
1809,Mastercard,Debit,42,71,29,1977,September,Female,"338 Bayview Lane",35905,664
1810,Mastercard,Credit,66,66,0,1953,December,Male,"350 North Street",18879,711
1811,Mastercard,Debit,83,67,-16,1936,March,Male,"308 Second Boulevard",76725,764
1812,Mastercard,Debit,31,62,31,1988,May,Female,"551 Essex Drive",25002,574
1813,Mastercard,Credit,35,66,31,1984,April,Female,"334 Birch Drive",27637,808
1814,Mastercard,Debit,41,68,27,1979,January,Female,"136 South Street",16114,703
1815,Amex,Credit,59,66,7,1960,March,Female,"8060 Pine Boulevard",30403,758
1816,Amex,Credit,39,69,30,1980,April,Female,"251 Main Lane",16794,784
1817,Mastercard,Debit,52,64,12,1968,February,Female,"25622 Lake Street",36253,683
1818,Mastercard,Debit,85,65,-20,1934,June,Female,"23 11th Avenue",29485,500
1819,Visa,Debit,20,69,49,1999,August,Female,"621 Fifth Boulevard",17440,672
1820,Mastercard,Credit,60,65,5,1959,July,Female,"822 Lake Drive",18828,693
1821,Mastercard,Debit,21,68,47,1998,September,Male,"740 Burns Lane",21394,803
1822,Mastercard,Debit,87,65,-22,1933,January,Female,"7736 Eighth Boulevard",14395,767
1823,Mastercard,Debit,67,70,3,1952,May,Male,"172 Third Lane",32056,743
1824,Visa,Debit,23,65,42,1996,July,Male,"374 East Lane",24737,838
1825,Visa,Debit,70,65,-5,1949,September,Female,"817 Ocean Avenue",24849,718
1826,Mastercard,Debit (Prepaid),45,61,16,1974,May,Female,"94936 Elm Drive",8155,654
1827,Visa,Debit,59,67,8,1960,May,Male,"6320 East Avenue",22727,686
1828,Visa,Debit,50,68,18,1969,June,Male,"35 Hillside Drive",0,711
1829,Mastercard,Debit,25,68,43,1995,February,Male,"4920 Valley Stream Drive",21682,710
1830,Mastercard,Debit (Prepaid),56,75,19,1963,September,Male,"1184 Essex Lane",15899,758
1831,Mastercard,Debit,25,60,35,1994,May,Female,"4386 El Camino Boulevard",19382,595
1832,Visa,Credit,36,67,31,1983,October,Male,"151 Lafayette Drive",17839,684
1833,Mastercard,Debit,27,71,44,1993,January,Male,"5514 Norfolk Boulevard",17179,743
1834,Amex,Credit,32,66,34,1987,July,Female,"767 Park Drive",17444,681
1835,Mastercard,Debit,25,65,40,1994,August,Female,"355 Burns Boulevard",16519,793
1836,Visa,Credit,35,73,38,1984,October,Male,"356 Mill Street",8491,748
1837,Mastercard,Debit,66,66,0,1953,May,Female,"56 Tenth Boulevard",11649,766
1838,Mastercard,Debit,18,68,50,2001,December,Female,"753 East Avenue",19520,695
1839,Mastercard,Debit,59,60,1,1960,June,Female,"1892 Catherine Street",13456,631
1840,Visa,Credit,46,71,25,1974,February,Female,"576 Martin Luther King Street",21702,706
1841,Mastercard,Debit,28,71,43,1991,May,Female,"672 Grant Lane",19805,730
1842,Visa,Debit,45,64,19,1974,October,Male,"41307 Main Lane",15385,637
1843,Mastercard,Debit,89,73,-16,1930,November,Male,"89 Wessex Street",16503,760
1844,Visa,Debit (Prepaid),79,72,-7,1941,February,Male,"829 Birch Boulevard",23608,706
1845,Amex,Credit,30,68,38,1989,July,Male,"498 Mountain View Avenue",23199,784
1846,Visa,Debit,82,64,-18,1937,October,Male,"635 Sussex Drive",14191,566
1847,Mastercard,Credit,22,60,38,1998,January,Female,"566 Hillside Street",15418,676
1848,Mastercard,Debit,31,66,35,1988,November,Female,"4947 Sussex Boulevard",24817,791
1849,Mastercard,Debit,39,66,27,1980,November,Female,"364 12th Drive",20345,721
1850,Mastercard,Debit,18,61,43,2001,September,Female,"293 South Street",16183,736
1851,Mastercard,Debit,48,72,24,1972,January,Male,"73 Essex Lane",37121,727
1852,Visa,Debit,57,75,18,1962,December,Male,"41011 Seventh Boulevard",32056,685
1853,Mastercard,Credit,39,70,31,1980,May,Male,"546 First Avenue",18226,771
1854,Mastercard,Credit,48,69,21,1972,January,Male,"4405 Wessex Drive",23706,625
1855,Mastercard,Debit,67,66,-1,1952,March,Male,"1 Burns Lane",25115,728
1856,Visa,Debit (Prepaid),51,65,14,1968,November,Male,"1209 George Drive",18376,784
1857,Mastercard,Debit,32,66,34,1987,August,Male,"4063 Burns Boulevard",47698,775
1858,Mastercard,Credit,73,64,-9,1946,December,Male,"6781 Spruce Boulevard",14317,705
1859,Mastercard,Debit,68,66,-2,1952,January,Male,"530 Federal Drive",22621,836
1860,Visa,Debit,33,65,32,1986,June,Female,"689 Littlewood Lane",17271,719
1861,Mastercard,Debit,57,65,8,1962,May,Female,"992 Forest Street",32580,779
1862,Visa,Credit,25,65,40,1994,April,Female,"7111 Lexington Avenue",18568,686
1863,Mastercard,Debit,44,61,17,1975,December,Female,"25 Hill Drive",21639,850
1864,Visa,Debit,20,69,49,1999,August,Male,"1177 Elm Avenue",24904,701
1865,Mastercard,Credit,19,66,47,2000,September,Male,"616 Catherine Avenue",58297,782
1866,Visa,Debit,22,67,45,1998,February,Male,"213 Rose Drive",30475,676
1867,Visa,Debit (Prepaid),33,69,36,1986,October,Male,"514 Sixth Boulevard",21563,644
1868,Mastercard,Credit,24,69,45,1995,August,Male,"39289 Essex Street",28049,714
1869,Visa,Debit,28,71,43,1991,September,Male,"96707 East Boulevard",16912,702
1870,Mastercard,Credit,24,70,46,1995,June,Male,"5458 Spruce Street",34848,767
1871,Mastercard,Debit,83,65,-18,1936,July,Male,"3241 Park Lane",15385,696
1872,Visa,Debit,62,65,3,1957,October,Male,"8915 Sixth Avenue",33093,804
1873,Mastercard,Debit,51,67,16,1968,December,Female,"3722 Valley Boulevard",16823,651
1874,Mastercard,Debit,49,66,17,1970,September,Male,"7505 Tenth Boulevard",18828,783
1875,Mastercard,Debit,56,69,13,1963,April,Male,"4966 Grant Street",22170,683
1876,Mastercard,Debit,50,70,20,1969,July,Male,"2040 Washington Boulevard",21869,775
1877,Amex,Credit,65,66,1,1955,January,Male,"190 Sixth Drive",34659,714
1878,Visa,Debit,18,64,46,2002,January,Male,"631 Elm Drive",19508,702
1879,Mastercard,Debit,50,60,10,1969,May,Male,"659 Valley Drive",18724,609
1880,Mastercard,Debit,61,66,5,1958,November,Male,"8001 Essex Boulevard",15487,771
1881,Visa,Debit,67,67,0,1952,September,Male,"159 Mill Street",22321,733
1882,Visa,Debit,58,65,7,1961,October,Male,"860 Maple Avenue",29097,694
1883,Visa,Debit,76,66,-10,1943,May,Male,"3462 Ocean Boulevard",26815,723
1884,Mastercard,Debit (Prepaid),18,64,46,2001,May,Male,"660 Seventh Drive",28092,850
1885,Visa,Debit,46,65,19,1973,September,Male,"189 Forest Street",18171,753
1886,Mastercard,Credit,26,66,40,1993,December,Male,"6693 George Drive",20233,683
1887,Mastercard,Credit,18,70,52,2002,January,Male,"729 Wessex Drive",17522,503
1888,Mastercard,Debit,75,59,-16,1944,June,Female,"7854 Plum Avenue",28429,748
1889,Mastercard,Debit (Prepaid),66,67,1,1953,July,Male,"23 El Camino Street",23528,748
1890,Mastercard,Debit,29,65,36,1991,January,Male,"338 Spruce Lane",15708,754
1891,Discover,Credit,47,66,19,1973,February,Female,"96 Jefferson Street",16733,725
1892,Mastercard,Debit (Prepaid),22,62,40,1997,July,Male,"449 Washington Street",15966,637
1893,Visa,Credit,26,59,33,1993,December,Male,"6222 Sixth Lane",26084,623
1894,Mastercard,Debit,21,70,49,1999,January,Female,"6595 Summit Boulevard",23347,790
1895,Mastercard,Debit,56,65,9,1963,March,Female,"900 Littlewood Street",20034,706
1896,Visa,Debit,50,79,29,1969,September,Female,"6695 River Lane",19736,641
1897,Mastercard,Debit,38,67,29,1981,March,Male,"683 Washington Street",51032,741
1898,Mastercard,Debit,44,72,28,1975,September,Male,"5521 Spruce Avenue",25009,675
1899,Mastercard,Debit,31,67,36,1988,August,Female,"761 Main Avenue",28037,737
1900,Visa,Debit,62,62,0,1958,February,Female,"690 Oak Street",19483,688
1901,Visa,Debit (Prepaid),63,69,6,1956,March,Female,"292 First Avenue",16542,730
1902,Mastercard,Debit,36,68,32,1984,February,Female,"4350 Valley Boulevard",15950,769
1903,Visa,Credit,50,68,18,1969,September,Female,"9794 Essex Lane",35031,709
1904,Visa,Credit,69,70,1,1951,February,Male,"5844 Littlewood Street",15195,757
1905,Amex,Credit,36,68,32,1983,December,Male,"9340 Valley Street",13972,808
1906,Mastercard,Debit,18,71,53,2001,October,Male,"3699 Lafayette Avenue",14199,609
1907,Mastercard,Debit,37,66,29,1982,May,Female,"4189 Birch Street",16898,666
1908,Mastercard,Debit (Prepaid),78,66,-12,1942,February,Female,"3601 Catherine Boulevard",24801,733
1909,Visa,Debit,56,66,10,1963,May,Male,"603 Lake Avenue",13002,696
1910,Visa,Debit,49,59,10,1970,May,Male,"710 North Lane",17590,562
1911,Mastercard,Debit (Prepaid),58,75,17,1961,November,Female,"3856 Valley Boulevard",16574,768
1912,Mastercard,Debit,37,60,23,1982,July,Female,"3510 Mountain View Street",22059,684
1913,Visa,Debit,60,57,-3,1960,January,Female,"561 Martin Luther King Avenue",34259,619
1914,Mastercard,Credit,21,70,49,1998,April,Female,"5259 Lake Drive",20678,672
1915,Mastercard,Debit,54,65,11,1965,June,Male,"758 Sixth Boulevard",25534,775
1916,Mastercard,Debit,82,71,-11,1937,April,Male,"62696 Norfolk Drive",15069,767
1917,Mastercard,Debit (Prepaid),49,69,20,1970,May,Male,"3225 Lexington Street",28694,680
1918,Mastercard,Debit,45,67,22,1974,June,Male,"955 Seventh Avenue",20782,550
1919,Visa,Debit,83,59,-24,1936,November,Male,"7994 Maple Lane",37846,610
1920,Amex,Credit,64,66,2,1955,July,Male,"3315 Lake Lane",15325,713
1921,Visa,Credit,44,65,21,1975,March,Male,"704 Third Avenue",15726,709
1922,Visa,Debit (Prepaid),79,65,-14,1940,November,Male,"127 Valley Boulevard",34848,640
1923,Mastercard,Credit,42,67,25,1977,August,Male,"9387 Lincoln Boulevard",17222,850
1924,Mastercard,Credit,47,57,10,1973,January,Male,"605 Hillside Boulevard",18730,652
1925,Mastercard,Credit,25,63,38,1994,November,Male,"225 Seventh Avenue",29872,679
1926,Discover,Credit,70,67,-3,1950,January,Female,"867 Valley Stream Boulevard",17736,689
1927,Mastercard,Debit (Prepaid),28,65,37,1991,May,Male,"35 Sixth Boulevard",17264,739
1928,Mastercard,Credit,56,68,12,1963,July,Male,"273 Ocean Street",27308,750
1929,Mastercard,Debit,29,64,35,1990,August,Male,"1734 George Drive",20536,717
1930,Mastercard,Debit,26,68,42,1993,October,Male,"55 Madison Drive",21810,721
1931,Mastercard,Debit,58,72,14,1961,June,Male,"8996 Third Street",40694,503
1932,Mastercard,Debit,26,60,34,1993,December,Female,"15 Valley Stream Drive",9352,658
1933,Mastercard,Debit (Prepaid),26,64,38,1993,May,Male,"345 Elm Avenue",14546,589
1934,Mastercard,Credit,47,67,20,1973,January,Female,"820 Second Lane",13614,691
1935,Mastercard,Debit,23,65,42,1997,February,Female,"98 Mountain View Drive",22001,750
1936,Visa,Debit,86,68,-18,1933,July,Female,"406 El Camino Boulevard",26951,714
1937,Visa,Credit,65,62,-3,1955,February,Female,"230 Plum Avenue",25350,667
1938,Mastercard,Debit,22,67,45,1997,July,Male,"295 Valley Drive",28135,795
1939,Amex,Credit,43,69,26,1976,November,Female,"480 First Lane",12362,685
1940,Visa,Credit,40,65,25,1979,October,Female,"464 Lake Drive",13177,826
1941,Mastercard,Credit,38,78,40,1981,August,Male,"2867 Federal Drive",18934,740
1942,Mastercard,Debit (Prepaid),77,63,-14,1942,March,Female,"2073 South Avenue",0,673
1943,Mastercard,Debit (Prepaid),19,65,46,2000,September,Female,"1134 Valley Drive",46762,706
1944,Mastercard,Debit,62,65,3,1957,November,Female,"2 Elm Drive",24218,740
1945,Visa,Credit,56,70,14,1964,February,Female,"7728 Oak Drive",14736,727
1946,Visa,Debit,76,66,-10,1943,June,Male,"9186 Washington Avenue",19524,698
1947,Mastercard,Debit,87,66,-21,1932,April,Male,"770 Maple Street",14060,765
1948,Mastercard,Credit,24,58,34,1995,March,Male,"4132 Norfolk Boulevard",23166,685
1949,Visa,Debit (Prepaid),28,67,39,1991,July,Female,"993 Ninth Street",21796,706
1950,Visa,Debit,39,73,34,1980,March,Female,"63 Plum Street",10942,720
1951,Amex,Credit,48,66,18,1971,May,Female,"328 Birch Street",31075,708
1952,Mastercard,Debit,26,54,28,1993,July,Female,"541 Federal Avenue",18100,821
1953,Mastercard,Debit (Prepaid),29,68,39,1991,January,Female,"21 Lafayette Drive",21579,842
1954,Visa,Credit,47,68,21,1973,January,Female,"965 Wessex Street",23740,683
1955,Mastercard,Debit (Prepaid),85,62,-23,1934,April,Female,"7016 Hillside Lane",16248,674
1956,Visa,Credit,43,71,28,1976,August,Female,"93 11th Avenue",18330,739
1957,Mastercard,Debit (Prepaid),40,74,34,1979,September,Male,"1977 Lake Avenue",47055,772
1958,Mastercard,Debit,51,72,21,1969,February,Male,"2994 Tenth Lane",18316,680
1959,Amex,Credit,46,59,13,1973,April,Male,"8750 Lake Boulevard",25565,701
1960,Visa,Debit (Prepaid),30,61,31,1989,December,Male,"334 Rose Boulevard",23500,612
1961,Mastercard,Debit,18,66,48,2002,January,Male,"6295 Norfolk Boulevard",17116,657
1962,Mastercard,Debit,34,68,34,1985,September,Male,"2066 Ninth Lane",45307,712
1963,Mastercard,Debit,98,69,-29,1921,November,Male,"468 Spruce Street",26137,821
1964,Mastercard,Credit,68,64,-4,1951,December,Male,"973 Federal Drive",22644,643
1965,Visa,Credit,24,65,41,1996,January,Male,"34 Oak Boulevard",18364,745
