"id","card_brand","card_type","current_age","age_range","address","gender","credit_score","labels"
1697,Mastercard,Debit,64,"61-70","317 Wessex Boulevard",Male,685,Sedang
1698,Mastercard,Debit,32,"31-40","2783 Washington Avenue",Male,747,Cukup Baik
1699,Mastercard,Debit (Prepaid),67,"61-70","9205 Summit Street",Female,737,Cukup Baik
1700,Mastercard,Debit (Prepaid),45,"41-50","891 Fourth Avenue",Female,822,Cukup Baik
1701,Mastercard,Debit,56,"51-60","942 Lincoln Lane",Male,726,Cukup Baik
1702,Mastercard,Debit (Prepaid),53,"51-60","75011 Lafayette Drive",Female,691,Sedang
1703,Mastercard,Credit,47,"41-50","1532 Birch Drive",Female,747,Cukup Baik
1704,Mastercard,Credit,27,"21-30","288 North Lane",Male,716,Cukup Baik
1705,Mastercard,Debit,50,"41-50","952 Valley Avenue",Male,850,Cukup Baik
1706,Mastercard,Debit,24,"21-30","165 Plum Avenue",Female,805,Cukup Baik
1707,Mastercard,Debit,28,"21-30","816 Little Creek Lane",Female,620,Sedang
1708,Mastercard,Debit,22,"21-30","90072 George Drive",Male,850,Cukup Baik
1709,Mastercard,Debit,62,"61-70","628 Third Avenue",Female,744,Cukup Baik
1710,Mastercard,Debit,33,"31-40","928 Bayview Street",Female,787,Cukup Baik
1711,Mastercard,Debit,26,"21-30","1941 Ninth Street",Male,728,Cukup Baik
1712,Mastercard,Debit,82,"81-90","1437 Madison Lane",Female,730,Cukup Baik
1713,Mastercard,Debit,18,"10-20","3395 Spruce Drive",Female,837,Cukup Baik
1714,Mastercard,Debit,23,"21-30","427 Martin Luther King Street",Female,794,Cukup Baik
1715,Mastercard,Debit (Prepaid),32,"31-40","4460 11th Avenue",Female,679,Sedang
1716,Mastercard,Debit (Prepaid),18,"10-20","1692 Hillside Avenue",Female,746,Cukup Baik
1717,Mastercard,Debit (Prepaid),67,"61-70","728 Sixth Avenue",Female,726,Cukup Baik
1718,Mastercard,Debit,81,"81-90","766 Third Drive",Female,698,Sedang
1719,Mastercard,Debit,81,"81-90","678 Park Drive",Female,616,Sedang
1720,Mastercard,Credit,55,"51-60","4941 Ocean View Drive",Female,590,Buruk
1721,Mastercard,Debit (Prepaid),36,"31-40","620 River Boulevard",Female,642,Sedang
1722,Mastercard,Credit,24,"21-30","162 Rose Drive",Female,600,Buruk
1723,Mastercard,Debit,41,"41-50","560 Summit Street",Female,839,Cukup Baik
1724,Mastercard,Debit (Prepaid),20,"10-20","489 Fourth Drive",Female,850,Cukup Baik
1725,Mastercard,Credit,49,"41-50","791 11th Boulevard",Female,729,Cukup Baik
1726,Mastercard,Debit,67,"61-70","3667 Washington Avenue",Female,687,Sedang
1727,Mastercard,Debit,46,"41-50","31 Oak Avenue",Female,771,Cukup Baik
1728,Mastercard,Debit,47,"41-50","2614 Eighth Lane",Female,601,Sedang
1729,Mastercard,Debit,29,"21-30","8958 Catherine Street",Female,698,Sedang
1730,Mastercard,Debit,52,"51-60","445 West Boulevard",Female,739,Cukup Baik
1731,Mastercard,Debit,64,"61-70","599 First Drive",Female,704,Cukup Baik
1732,Mastercard,Debit,50,"41-50","4704 Essex Boulevard",Female,637,Sedang
1733,Mastercard,Credit,47,"41-50","6613 Hill Drive",Female,498,Tidak Baik
1734,Mastercard,Credit,37,"31-40","185 Forest Drive",Male,739,Cukup Baik
1735,Mastercard,Debit,56,"51-60","9291 Jefferson Drive",Male,614,Sedang
1736,Mastercard,Debit,43,"41-50","2479 Valley Avenue",Male,695,Sedang
1737,Mastercard,Debit,52,"51-60","14813 El Camino Drive",Male,739,Cukup Baik
1738,Mastercard,Debit,30,"21-30","5142 Little Creek Street",Male,696,Sedang
1739,Mastercard,Debit,49,"41-50","344 Birch Street",Male,531,Buruk
1740,Mastercard,Debit,36,"31-40","42720 East Drive",Male,735,Cukup Baik
1741,Mastercard,Debit,92,"91+","31 Hillside Lane",Male,707,Cukup Baik
1742,Mastercard,Credit,58,"51-60","444 Maple Avenue",Female,751,Cukup Baik
1743,Mastercard,Credit,18,"10-20","76 Federal Avenue",Female,774,Cukup Baik
1744,Mastercard,Debit,31,"31-40","4238 Birch Lane",Female,693,Sedang
1745,Mastercard,Debit,20,"10-20","8643 Lafayette Boulevard",Female,728,Cukup Baik
1746,Mastercard,Debit (Prepaid),53,"51-60","3606 Federal Boulevard",Female,701,Cukup Baik
1747,Mastercard,Debit,54,"51-60","3994 Hillside Drive",Male,719,Cukup Baik
1748,Mastercard,Debit,44,"41-50","6624 Valley Street",Female,628,Sedang
1749,Mastercard,Debit,50,"41-50","415 Elm Street",Female,614,Sedang
1750,Mastercard,Debit,47,"41-50","892 Elm Street",Female,741,Cukup Baik
1751,Mastercard,Debit (Prepaid),29,"21-30","828 Little Creek Boulevard",Female,736,Cukup Baik
1752,Mastercard,Debit,34,"31-40","887 Grant Street",Female,810,Cukup Baik
1753,Mastercard,Debit,46,"41-50","95612 South Street",Male,506,Buruk
1754,Mastercard,Debit,34,"31-40","97 Fourth Drive",Female,562,Buruk
1755,Mastercard,Debit,53,"51-60","302 Park Boulevard",Male,734,Cukup Baik
1756,Mastercard,Debit,30,"21-30","32 Fourth Drive",Male,691,Sedang
1757,Mastercard,Debit,39,"31-40","2773 El Camino Lane",Male,784,Cukup Baik
1758,Mastercard,Debit,57,"51-60","126 Valley Drive",Male,645,Sedang
1759,Mastercard,Debit,87,"81-90","983 George Boulevard",Female,778,Cukup Baik
1760,Mastercard,Debit,35,"31-40","610 Lake Drive",Female,682,Sedang
1761,Mastercard,Debit,23,"21-30","533 Fourth Street",Female,703,Cukup Baik
1762,Mastercard,Debit,29,"21-30","5537 Forest Lane",Male,635,Sedang
1763,Mastercard,Credit,49,"41-50","6593 North Avenue",Male,717,Cukup Baik
1764,Mastercard,Debit,59,"51-60","4728 George Drive",Male,710,Cukup Baik
1765,Mastercard,Debit,40,"31-40","9594 Burns Lane",Male,770,Cukup Baik
1766,Visa,Debit,62,"61-70","6076 Bayview Boulevard",Male,789,Cukup Baik
1767,Visa,Debit,21,"21-30","3208 El Camino Street",Female,709,Cukup Baik
1768,Visa,Credit,28,"21-30","3615 Lafayette Boulevard",Female,573,Buruk
1769,Visa,Debit,75,"71-80","177 Mill Boulevard",Male,661,Sedang
1770,Visa,Credit,30,"21-30","6657 West Street",Male,703,Cukup Baik
1771,Visa,Credit,41,"41-50","7662 Mountain View Boulevard",Male,794,Cukup Baik
1772,Visa,Debit (Prepaid),47,"41-50","9070 West Street",Male,761,Cukup Baik
1773,Visa,Debit,22,"21-30","675 Norfolk Drive",Male,742,Cukup Baik
1774,Visa,Debit,52,"51-60","653 Mill Street",Male,758,Cukup Baik
1775,Visa,Credit,26,"21-30","2484 Norfolk Drive",Male,788,Cukup Baik
1776,Visa,Credit,47,"41-50","130 Lincoln Drive",Male,693,Sedang
1777,Visa,Debit,47,"41-50","166 12th Street",Male,741,Cukup Baik
1778,Visa,Debit,29,"21-30","32595 River Drive",Male,659,Sedang
1779,Visa,Debit (Prepaid),30,"21-30","989 Hill Lane",Male,733,Cukup Baik
1780,Visa,Credit,46,"41-50","9344 Mill Drive",Male,666,Sedang
1781,Visa,Credit,29,"21-30","73 South Lane",Male,708,Cukup Baik
1782,Visa,Debit,59,"51-60","4254 Plum Lane",Female,777,Cukup Baik
1783,Visa,Credit,52,"51-60","2093 Ocean Street",Male,749,Cukup Baik
1784,Visa,Debit,51,"51-60","6310 El Camino Drive",Male,690,Sedang
1785,Visa,Credit,40,"31-40","344 11th Street",Male,607,Sedang
1786,Visa,Credit,48,"41-50","7554 Sixth Street",Female,755,Cukup Baik
1787,Visa,Credit,52,"51-60","417 Hill Lane",Female,689,Sedang
1788,Visa,Debit,59,"51-60","420 Littlewood Drive",Female,673,Sedang
1789,Visa,Debit,40,"31-40","57 West Boulevard",Female,684,Sedang
1790,Visa,Debit,21,"21-30","727 Valley Stream Boulevard",Male,660,Sedang
1791,Visa,Debit (Prepaid),61,"61-70","4975 Madison Boulevard",Male,593,Buruk
1792,Visa,Debit,18,"10-20","1987 Hillside Lane",Female,723,Cukup Baik
1793,Visa,Debit (Prepaid),37,"31-40","5608 Hillside Avenue",Male,825,Cukup Baik
1794,Visa,Credit,49,"41-50","469 Catherine Avenue",Male,631,Sedang
1795,Visa,Debit,25,"21-30","79 Hill Avenue",Female,647,Sedang
1796,Visa,Debit,60,"51-60","89075 Spruce Drive",Female,794,Cukup Baik
1797,Visa,Debit,67,"61-70","391 Martin Luther King Boulevard",Male,743,Cukup Baik
1798,Visa,Credit,79,"71-80","760 Tenth Avenue",Male,517,Buruk
1799,Visa,Credit,32,"31-40","3249 12th Drive",Male,646,Sedang
1800,Visa,Credit,62,"61-70","506 Washington Lane",Male,641,Sedang
1801,Visa,Credit,18,"10-20","3371 Madison Boulevard",Female,480,Tidak Baik
1802,Visa,Debit,39,"31-40","719 Third Lane",Female,802,Cukup Baik
1803,Visa,Debit,26,"21-30","596 Mountain View Lane",Female,578,Buruk
1804,Visa,Debit,18,"10-20","1335 Norfolk Drive",Male,701,Cukup Baik
1805,Visa,Credit,38,"31-40","679 Bayview Lane",Male,718,Cukup Baik
1806,Visa,Debit,59,"51-60","299 11th Street",Female,822,Cukup Baik
1807,Visa,Debit,47,"41-50","14780 Plum Lane",Female,828,Cukup Baik
1808,Visa,Debit (Prepaid),31,"31-40","1415 Sixth Street",Female,697,Sedang
1809,Visa,Credit,42,"41-50","338 Bayview Lane",Female,664,Sedang
1810,Visa,Debit (Prepaid),66,"61-70","350 North Street",Male,711,Cukup Baik
1811,Visa,Debit,83,"81-90","308 Second Boulevard",Male,764,Cukup Baik
1812,Visa,Debit,31,"31-40","551 Essex Drive",Female,574,Buruk
1813,Visa,Debit,35,"31-40","334 Birch Drive",Female,808,Cukup Baik
1814,Visa,Debit,41,"41-50","136 South Street",Female,703,Cukup Baik
1815,Visa,Debit,59,"51-60","8060 Pine Boulevard",Female,758,Cukup Baik
1816,Visa,Debit,39,"31-40","251 Main Lane",Female,784,Cukup Baik
1817,Visa,Debit (Prepaid),52,"51-60","25622 Lake Street",Female,683,Sedang
1818,Visa,Credit,85,"81-90","23 11th Avenue",Female,500,Buruk
1819,Visa,Debit,20,"10-20","621 Fifth Boulevard",Female,672,Sedang
1820,Visa,Debit,60,"51-60","822 Lake Drive",Female,693,Sedang
1821,Visa,Debit,21,"21-30","740 Burns Lane",Male,803,Cukup Baik
1822,Visa,Debit,87,"81-90","7736 Eighth Boulevard",Female,767,Cukup Baik
1823,Visa,Debit,67,"61-70","172 Third Lane",Male,743,Cukup Baik
1824,Visa,Credit,23,"21-30","374 East Lane",Male,838,Cukup Baik
1825,Visa,Credit,70,"61-70","817 Ocean Avenue",Female,718,Cukup Baik
1826,Visa,Debit,45,"41-50","94936 Elm Drive",Female,654,Sedang
1827,Visa,Credit,59,"51-60","6320 East Avenue",Male,686,Sedang
1828,Visa,Debit,50,"41-50","35 Hillside Drive",Male,711,Cukup Baik
1829,Visa,Debit,25,"21-30","4920 Valley Stream Drive",Male,710,Cukup Baik
1830,Visa,Debit,56,"51-60","1184 Essex Lane",Male,758,Cukup Baik
1831,Visa,Credit,25,"21-30","4386 El Camino Boulevard",Female,595,Buruk
1832,Visa,Debit,36,"31-40","151 Lafayette Drive",Male,684,Sedang
1833,Visa,Credit,27,"21-30","5514 Norfolk Boulevard",Male,743,Cukup Baik
1834,Visa,Debit,32,"31-40","767 Park Drive",Female,681,Sedang
1835,Visa,Debit,25,"21-30","355 Burns Boulevard",Female,793,Cukup Baik
1836,Visa,Debit,35,"31-40","356 Mill Street",Male,748,Cukup Baik
1837,Visa,Credit,66,"61-70","56 Tenth Boulevard",Female,766,Cukup Baik
1838,Visa,Debit,18,"10-20","753 East Avenue",Female,695,Sedang
1839,Visa,Credit,59,"51-60","1892 Catherine Street",Female,631,Sedang
1840,Visa,Debit,46,"41-50","576 Martin Luther King Street",Female,706,Cukup Baik
1841,Visa,Debit,28,"21-30","672 Grant Lane",Female,730,Cukup Baik
1842,Visa,Credit,45,"41-50","41307 Main Lane",Male,637,Sedang
1843,Visa,Debit,89,"81-90","89 Wessex Street",Male,760,Cukup Baik
1844,Visa,Credit,79,"71-80","829 Birch Boulevard",Male,706,Cukup Baik
1845,Visa,Debit (Prepaid),30,"21-30","498 Mountain View Avenue",Male,784,Cukup Baik
1846,Visa,Credit,82,"81-90","635 Sussex Drive",Male,566,Buruk
1847,Visa,Debit,22,"21-30","566 Hillside Street",Female,676,Sedang
1848,Visa,Debit,31,"31-40","4947 Sussex Boulevard",Female,791,Cukup Baik
1849,Visa,Debit,39,"31-40","364 12th Drive",Female,721,Cukup Baik
1850,Visa,Debit,18,"10-20","293 South Street",Female,736,Cukup Baik
1851,Visa,Debit,48,"41-50","73 Essex Lane",Male,727,Cukup Baik
1852,Visa,Credit,57,"51-60","41011 Seventh Boulevard",Male,685,Sedang
1853,Visa,Debit,39,"31-40","546 First Avenue",Male,771,Cukup Baik
1854,Visa,Debit,48,"41-50","4405 Wessex Drive",Male,625,Sedang
1855,Visa,Credit,67,"61-70","1 Burns Lane",Male,728,Cukup Baik
1856,Visa,Debit,51,"51-60","1209 George Drive",Male,784,Cukup Baik
1857,Visa,Debit (Prepaid),32,"31-40","4063 Burns Boulevard",Male,775,Cukup Baik
1858,Visa,Debit (Prepaid),73,"71-80","6781 Spruce Boulevard",Male,705,Cukup Baik
1859,Visa,Debit,68,"61-70","530 Federal Drive",Male,836,Cukup Baik
1860,Visa,Debit,33,"31-40","689 Littlewood Lane",Female,719,Cukup Baik
1861,Visa,Credit,57,"51-60","992 Forest Street",Female,779,Cukup Baik
1862,Visa,Credit,25,"21-30","7111 Lexington Avenue",Female,686,Sedang
1863,Visa,Credit,44,"41-50","25 Hill Drive",Female,850,Cukup Baik
1864,Visa,Debit,20,"10-20","1177 Elm Avenue",Male,701,Cukup Baik
1865,Visa,Credit,19,"10-20","616 Catherine Avenue",Male,782,Cukup Baik
1866,Visa,Debit,22,"21-30","213 Rose Drive",Male,676,Sedang
1867,Visa,Debit (Prepaid),33,"31-40","514 Sixth Boulevard",Male,644,Sedang
1868,Visa,Debit,24,"21-30","39289 Essex Street",Male,714,Cukup Baik
1869,Visa,Debit (Prepaid),28,"21-30","96707 East Boulevard",Male,702,Cukup Baik
1870,Visa,Credit,24,"21-30","5458 Spruce Street",Male,767,Cukup Baik
1871,Visa,Credit,83,"81-90","3241 Park Lane",Male,696,Sedang
1872,Visa,Debit,62,"61-70","8915 Sixth Avenue",Male,804,Cukup Baik
1873,Visa,Credit,51,"51-60","3722 Valley Boulevard",Female,651,Sedang
1874,Visa,Credit,49,"41-50","7505 Tenth Boulevard",Male,783,Cukup Baik
1875,Visa,Credit,56,"51-60","4966 Grant Street",Male,683,Sedang
1876,Visa,Debit,50,"41-50","2040 Washington Boulevard",Male,775,Cukup Baik
1877,Visa,Debit (Prepaid),65,"61-70","190 Sixth Drive",Male,714,Cukup Baik
1878,Visa,Credit,18,"10-20","631 Elm Drive",Male,702,Cukup Baik
1879,Visa,Debit,50,"41-50","659 Valley Drive",Male,609,Sedang
1880,Visa,Debit,61,"61-70","8001 Essex Boulevard",Male,771,Cukup Baik
1881,Visa,Credit,67,"61-70","159 Mill Street",Male,733,Cukup Baik
1882,Visa,Credit,58,"51-60","860 Maple Avenue",Male,694,Sedang
1883,Visa,Debit (Prepaid),76,"71-80","3462 Ocean Boulevard",Male,723,Cukup Baik
1884,Visa,Debit,18,"10-20","660 Seventh Drive",Male,850,Cukup Baik
1885,Visa,Credit,46,"41-50","189 Forest Street",Male,753,Cukup Baik
1886,Visa,Credit,26,"21-30","6693 George Drive",Male,683,Sedang
1887,Visa,Debit,18,"10-20","729 Wessex Drive",Male,503,Buruk
1888,Visa,Debit,75,"71-80","7854 Plum Avenue",Female,748,Cukup Baik
1889,Visa,Credit,66,"61-70","23 El Camino Street",Male,748,Cukup Baik
1890,Visa,Debit,29,"21-30","338 Spruce Lane",Male,754,Cukup Baik
1891,Visa,Debit,47,"41-50","96 Jefferson Street",Female,725,Cukup Baik
1892,Visa,Debit,22,"21-30","449 Washington Street",Male,637,Sedang
1893,Visa,Debit,26,"21-30","6222 Sixth Lane",Male,623,Sedang
1894,Visa,Debit,21,"21-30","6595 Summit Boulevard",Female,790,Cukup Baik
1895,Visa,Credit,56,"51-60","900 Littlewood Street",Female,706,Cukup Baik
1896,Visa,Debit,50,"41-50","6695 River Lane",Female,641,Sedang
1897,Visa,Debit (Prepaid),38,"31-40","683 Washington Street",Male,741,Cukup Baik
1898,Visa,Debit,44,"41-50","5521 Spruce Avenue",Male,675,Sedang
1899,Visa,Credit,31,"31-40","761 Main Avenue",Female,737,Cukup Baik
1900,Visa,Debit,62,"61-70","690 Oak Street",Female,688,Sedang
1901,Visa,Debit,63,"61-70","292 First Avenue",Female,730,Cukup Baik
1902,Visa,Debit,36,"31-40","4350 Valley Boulevard",Female,769,Cukup Baik
1903,Visa,Credit,50,"41-50","9794 Essex Lane",Female,709,Cukup Baik
1904,Visa,Debit,69,"61-70","5844 Littlewood Street",Male,757,Cukup Baik
1905,Visa,Credit,36,"31-40","9340 Valley Street",Male,808,Cukup Baik
1906,Visa,Debit,18,"10-20","3699 Lafayette Avenue",Male,609,Sedang
1907,Visa,Debit,37,"31-40","4189 Birch Street",Female,666,Sedang
1908,Visa,Credit,78,"71-80","3601 Catherine Boulevard",Female,733,Cukup Baik
1909,Visa,Debit,56,"51-60","603 Lake Avenue",Male,696,Sedang
1910,Visa,Credit,49,"41-50","710 North Lane",Male,562,Buruk
1911,Visa,Credit,58,"51-60","3856 Valley Boulevard",Female,768,Cukup Baik
1912,Visa,Debit,37,"31-40","3510 Mountain View Street",Female,684,Sedang
1913,Visa,Credit,60,"51-60","561 Martin Luther King Avenue",Female,619,Sedang
1914,Visa,Debit,21,"21-30","5259 Lake Drive",Female,672,Sedang
1915,Visa,Debit,54,"51-60","758 Sixth Boulevard",Male,775,Cukup Baik
1916,Visa,Debit (Prepaid),82,"81-90","62696 Norfolk Drive",Male,767,Cukup Baik
1917,Visa,Debit (Prepaid),49,"41-50","3225 Lexington Street",Male,680,Sedang
1918,Visa,Debit,45,"41-50","955 Seventh Avenue",Male,550,Buruk
1919,Visa,Debit,83,"81-90","7994 Maple Lane",Male,610,Sedang
1920,Visa,Credit,64,"61-70","3315 Lake Lane",Male,713,Cukup Baik
1921,Visa,Debit,44,"41-50","704 Third Avenue",Male,709,Cukup Baik
1922,Visa,Debit,79,"71-80","127 Valley Boulevard",Male,640,Sedang
1923,Visa,Credit,42,"41-50","9387 Lincoln Boulevard",Male,850,Cukup Baik
1924,Visa,Debit,47,"41-50","605 Hillside Boulevard",Male,652,Sedang
1925,Visa,Credit,25,"21-30","225 Seventh Avenue",Male,679,Sedang
1926,Visa,Credit,70,"61-70","867 Valley Stream Boulevard",Female,689,Sedang
1927,Visa,Debit,28,"21-30","35 Sixth Boulevard",Male,739,Cukup Baik
1928,Visa,Debit,56,"51-60","273 Ocean Street",Male,750,Cukup Baik
1929,Visa,Debit,29,"21-30","1734 George Drive",Male,717,Cukup Baik
1930,Visa,Credit,26,"21-30","55 Madison Drive",Male,721,Cukup Baik
1931,Visa,Debit,58,"51-60","8996 Third Street",Male,503,Buruk
1932,Visa,Debit (Prepaid),26,"21-30","15 Valley Stream Drive",Female,658,Sedang
1933,Visa,Credit,26,"21-30","345 Elm Avenue",Male,589,Buruk
1934,Visa,Debit,47,"41-50","820 Second Lane",Female,691,Sedang
1935,Visa,Debit (Prepaid),23,"21-30","98 Mountain View Drive",Female,750,Cukup Baik
1936,Visa,Debit (Prepaid),86,"81-90","406 El Camino Boulevard",Female,714,Cukup Baik
1937,Visa,Credit,65,"61-70","230 Plum Avenue",Female,667,Sedang
1938,Visa,Credit,22,"21-30","295 Valley Drive",Male,795,Cukup Baik
1939,Visa,Debit,43,"41-50","480 First Lane",Female,685,Sedang
1940,Visa,Debit,40,"31-40","464 Lake Drive",Female,826,Cukup Baik
1941,Visa,Debit (Prepaid),38,"31-40","2867 Federal Drive",Male,740,Cukup Baik
1942,Visa,Debit,77,"71-80","2073 South Avenue",Female,673,Sedang
1943,Visa,Debit (Prepaid),19,"10-20","1134 Valley Drive",Female,706,Cukup Baik
1944,Visa,Credit,62,"61-70","2 Elm Drive",Female,740,Cukup Baik
1945,Visa,Debit (Prepaid),56,"51-60","7728 Oak Drive",Female,727,Cukup Baik
1946,Visa,Debit,76,"71-80","9186 Washington Avenue",Male,698,Sedang
1947,Visa,Debit,87,"81-90","770 Maple Street",Male,765,Cukup Baik
1948,Visa,Credit,24,"21-30","4132 Norfolk Boulevard",Male,685,Sedang
1949,Visa,Debit,28,"21-30","993 Ninth Street",Female,706,Cukup Baik
1950,Visa,Credit,39,"31-40","63 Plum Street",Female,720,Cukup Baik
1951,Visa,Debit,48,"41-50","328 Birch Street",Female,708,Cukup Baik
1952,Visa,Credit,26,"21-30","541 Federal Avenue",Female,821,Cukup Baik
1953,Visa,Credit,29,"21-30","21 Lafayette Drive",Female,842,Cukup Baik
1954,Visa,Debit (Prepaid),47,"41-50","965 Wessex Street",Female,683,Sedang
1955,Visa,Credit,85,"81-90","7016 Hillside Lane",Female,674,Sedang
1956,Visa,Debit,43,"41-50","93 11th Avenue",Female,739,Cukup Baik
1957,Visa,Debit,40,"31-40","1977 Lake Avenue",Male,772,Cukup Baik
1958,Visa,Credit,51,"51-60","2994 Tenth Lane",Male,680,Sedang
1959,Visa,Debit,46,"41-50","8750 Lake Boulevard",Male,701,Cukup Baik
1960,Visa,Debit,30,"21-30","334 Rose Boulevard",Male,612,Sedang
1961,Visa,Credit,18,"10-20","6295 Norfolk Boulevard",Male,657,Sedang
1962,Visa,Credit,34,"31-40","2066 Ninth Lane",Male,712,Cukup Baik
1963,Visa,Credit,98,"91+","468 Spruce Street",Male,821,Cukup Baik
1964,Visa,Debit,68,"61-70","973 Federal Drive",Male,643,Sedang
1965,Visa,Debit,24,"21-30","34 Oak Boulevard",Male,745,Cukup Baik
1966,Visa,Debit,42,"41-50","3835 Norfolk Street",Male,782,Cukup Baik
1967,Visa,Debit,55,"51-60","3570 North Boulevard",Male,767,Cukup Baik
1968,Visa,Debit,25,"21-30","611 Elm Lane",Female,775,Cukup Baik
1969,Visa,Debit,84,"81-90","402 El Camino Drive",Male,733,Cukup Baik
1970,Visa,Debit,18,"10-20","876 Main Avenue",Male,731,Cukup Baik
1971,Visa,Credit,48,"41-50","829 Grant Boulevard",Male,763,Cukup Baik
1972,Visa,Debit,73,"71-80","3802 Maple Street",Female,772,Cukup Baik
1973,Visa,Debit,58,"51-60","501 Grant Lane",Female,731,Cukup Baik
1974,Visa,Credit,74,"71-80","826 12th Drive",Female,647,Sedang
1975,Visa,Debit (Prepaid),53,"51-60","8224 Fourth Drive",Female,738,Cukup Baik
1976,Visa,Debit,33,"31-40","2552 Forest Avenue",Female,699,Sedang
1977,Visa,Debit,43,"41-50","825 Sussex Avenue",Female,773,Cukup Baik
1978,Visa,Credit,19,"10-20","76 Birch Drive",Female,844,Cukup Baik
1979,Visa,Debit,38,"31-40","731 Lincoln Boulevard",Female,738,Cukup Baik
1980,Visa,Debit,54,"51-60","990 West Street",Male,612,Sedang
1981,Visa,Debit,48,"41-50","8975 Littlewood Boulevard",Male,702,Cukup Baik
1982,Visa,Debit,30,"21-30","5737 Washington Boulevard",Male,699,Sedang
1983,Visa,Debit,50,"41-50","655 George Boulevard",Male,773,Cukup Baik
1984,Visa,Debit,29,"21-30","8265 Mountain View Drive",Female,528,Buruk
1985,Visa,Debit,50,"41-50","9061 Grant Avenue",Female,680,Sedang
1986,Visa,Credit,44,"41-50","5887 Seventh Lane",Female,716,Cukup Baik
1987,Visa,Debit,63,"61-70","786 12th Drive",Male,488,Tidak Baik
1988,Visa,Credit,59,"51-60","763 Essex Avenue",Male,737,Cukup Baik
1989,Visa,Debit,31,"31-40","3487 Bayview Drive",Male,803,Cukup Baik
1990,Visa,Credit,19,"10-20","849 George Avenue",Female,726,Cukup Baik
1991,Visa,Debit,21,"21-30","979 Fifth Avenue",Male,694,Sedang
1992,Visa,Debit,63,"61-70","457 Summit Lane",Female,710,Cukup Baik
1993,Visa,Credit,59,"51-60","963 11th Drive",Female,786,Cukup Baik
1994,Visa,Credit,48,"41-50","9716 Third Lane",Female,740,Cukup Baik
1995,Visa,Debit,64,"61-70","28 First Lane",Female,605,Sedang
1996,Visa,Debit (Prepaid),46,"41-50","7853 Grant Street",Female,728,Cukup Baik
1997,Visa,Credit,76,"71-80","765 Forest Street",Male,758,Cukup Baik
1998,Visa,Debit,65,"61-70","10 Third Avenue",Male,688,Sedang
1999,Visa,Debit,19,"10-20","1749 Spruce Street",Male,683,Sedang
